image_filename,breed,life_stage,weight_kg,weight_in_kg,weight_source,sex,age_in_year
scraped/nelore/nelore_023.jpg,nelore,ternera,106.3,106.3,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_024.jpg,nelore,ternera,109.46,109.46,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_025.jpg,nelore,vaca,431.08,431.08,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_026.jpg,nelore,novillo,277.24,277.24,estimado,MALE_STEER,2.0
scraped/nelore/nelore_027.jpg,nelore,novillo,371.77,371.77,estimado,MALE_STEER,2.0
scraped/nelore/nelore_028.jpg,nelore,vaca,465.28,465.28,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_030.jpg,nelore,ternera,141.04,141.04,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_031.jpg,nelore,ternera,116.56,116.56,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_032.jpg,nelore,toro,588.8,588.8,estimado,MALE_BULL,5.5
scraped/nelore/nelore_033.jpg,nelore,novillo,339.0,339.0,estimado,MALE_STEER,2.0
scraped/nelore/nelore_034.jpg,nelore,vaca,488.64,488.64,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_035.jpg,nelore,novillo,254.17,254.17,estimado,MALE_STEER,2.0
scraped/nelore/nelore_036.jpg,nelore,novillo,284.81,284.81,estimado,MALE_STEER,2.0
scraped/nelore/nelore_037.jpg,nelore,novillo,372.58,372.58,estimado,MALE_STEER,2.0
scraped/nelore/nelore_038.jpg,nelore,toro,533.5,533.5,estimado,MALE_BULL,5.5
scraped/nelore/nelore_039.jpg,nelore,vaca,435.39,435.39,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_040.jpg,nelore,toro,558.0,558.0,estimado,MALE_BULL,5.5
scraped/nelore/nelore_041.jpg,nelore,novillo,282.06,282.06,estimado,MALE_STEER,2.0
scraped/nelore/nelore_042.jpg,nelore,novillo,284.16,284.16,estimado,MALE_STEER,2.0
scraped/nelore/nelore_043.jpg,nelore,novillo,366.72,366.72,estimado,MALE_STEER,2.0
scraped/nelore/nelore_044.jpg,nelore,novillo,278.51,278.51,estimado,MALE_STEER,2.0
scraped/nelore/nelore_045.jpg,nelore,toro,566.62,566.62,estimado,MALE_BULL,5.5
scraped/nelore/nelore_046.jpg,nelore,ternera,93.3,93.3,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_047.jpg,nelore,ternera,133.92,133.92,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_048.jpg,nelore,vaca,439.1,439.1,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_049.jpg,nelore,ternera,116.71,116.71,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_050.jpg,nelore,toro,569.95,569.95,estimado,MALE_BULL,5.5
scraped/nelore/nelore_051.jpg,nelore,toro,626.33,626.33,estimado,MALE_BULL,5.5
scraped/nelore/nelore_052.jpg,nelore,ternera,140.45,140.45,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_053.jpg,nelore,vaca,455.18,455.18,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_054.jpg,nelore,novillo,333.33,333.33,estimado,MALE_STEER,2.0
scraped/nelore/nelore_055.jpg,nelore,ternera,120.43,120.43,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_056.jpg,nelore,novillo,374.0,374.0,estimado,MALE_STEER,2.0
scraped/nelore/nelore_060.jpg,nelore,toro,524.78,524.78,estimado,MALE_BULL,5.5
scraped/nelore/nelore_061.jpg,nelore,novillo,273.22,273.22,estimado,MALE_STEER,2.0
scraped/nelore/nelore_062.jpg,nelore,toro,627.99,627.99,estimado,MALE_BULL,5.5
scraped/nelore/nelore_063.jpg,nelore,novillo,333.06,333.06,estimado,MALE_STEER,2.0
scraped/nelore/nelore_064.jpg,nelore,vaca,401.4,401.4,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_065.jpg,nelore,vaca,455.51,455.51,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_066.jpg,nelore,vaca,454.25,454.25,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_067.jpg,nelore,ternera,112.69,112.69,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_068.jpg,nelore,ternera,155.04,155.04,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_069.jpg,nelore,toro,621.38,621.38,estimado,MALE_BULL,5.5
scraped/nelore/nelore_070.jpg,nelore,novillo,257.53,257.53,estimado,MALE_STEER,2.0
scraped/nelore/nelore_071.jpg,nelore,toro,640.98,640.98,estimado,MALE_BULL,5.5
scraped/nelore/nelore_072.jpg,nelore,ternera,124.02,124.02,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_073.jpg,nelore,ternera,143.24,143.24,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_074.jpg,nelore,vaca,397.97,397.97,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_075.jpg,nelore,novillo,321.47,321.47,estimado,MALE_STEER,2.0
scraped/nelore/nelore_076.jpg,nelore,novillo,363.42,363.42,estimado,MALE_STEER,2.0
scraped/nelore/nelore_077.jpg,nelore,novillo,277.53,277.53,estimado,MALE_STEER,2.0
scraped/nelore/nelore_078.jpg,nelore,novillo,344.89,344.89,estimado,MALE_STEER,2.0
scraped/nelore/nelore_079.jpg,nelore,novillo,290.52,290.52,estimado,MALE_STEER,2.0
scraped/nelore/nelore_080.jpg,nelore,toro,590.48,590.48,estimado,MALE_BULL,5.5
scraped/nelore/nelore_081.jpg,nelore,novillo,317.28,317.28,estimado,MALE_STEER,2.0
scraped/nelore/nelore_082.jpg,nelore,ternera,105.73,105.73,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_083.jpg,nelore,novillo,326.48,326.48,estimado,MALE_STEER,2.0
scraped/nelore/nelore_084.jpg,nelore,novillo,278.63,278.63,estimado,MALE_STEER,2.0
scraped/nelore/nelore_085.jpg,nelore,ternera,134.18,134.18,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_086.jpg,nelore,novillo,367.7,367.7,estimado,MALE_STEER,2.0
scraped/nelore/nelore_087.jpg,nelore,toro,492.05,492.05,estimado,MALE_BULL,5.5
scraped/nelore/nelore_088.jpg,nelore,novillo,336.97,336.97,estimado,MALE_STEER,2.0
scraped/nelore/nelore_089.jpg,nelore,novillo,267.2,267.2,estimado,MALE_STEER,2.0
scraped/nelore/nelore_090.jpg,nelore,toro,577.08,577.08,estimado,MALE_BULL,5.5
scraped/nelore/nelore_091.jpg,nelore,novillo,352.0,352.0,estimado,MALE_STEER,2.0
scraped/nelore/nelore_092.jpg,nelore,vaca,406.66,406.66,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_093.jpg,nelore,ternera,120.17,120.17,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_094.jpg,nelore,novillo,310.71,310.71,estimado,MALE_STEER,2.0
scraped/nelore/nelore_095.jpg,nelore,vaca,474.27,474.27,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_096.jpg,nelore,toro,496.73,496.73,estimado,MALE_BULL,5.5
scraped/nelore/nelore_097.jpg,nelore,novillo,294.11,294.11,estimado,MALE_STEER,2.0
scraped/nelore/nelore_098.jpg,nelore,toro,522.27,522.27,estimado,MALE_BULL,5.5
scraped/nelore/nelore_099.jpg,nelore,novillo,308.32,308.32,estimado,MALE_STEER,2.0
scraped/nelore/nelore_100.jpg,nelore,novillo,286.21,286.21,estimado,MALE_STEER,2.0
scraped/nelore/nelore_101.jpg,nelore,novillo,370.02,370.02,estimado,MALE_STEER,2.0
scraped/nelore/nelore_102.jpg,nelore,novillo,361.98,361.98,estimado,MALE_STEER,2.0
scraped/nelore/nelore_103.jpg,nelore,novillo,256.58,256.58,estimado,MALE_STEER,2.0
scraped/nelore/nelore_104.jpg,nelore,toro,622.12,622.12,estimado,MALE_BULL,5.5
scraped/nelore/nelore_105.jpg,nelore,toro,637.48,637.48,estimado,MALE_BULL,5.5
scraped/nelore/nelore_106.jpg,nelore,vaca,403.28,403.28,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_107.jpg,nelore,novillo,277.79,277.79,estimado,MALE_STEER,2.0
scraped/nelore/nelore_108.jpg,nelore,novillo,257.62,257.62,estimado,MALE_STEER,2.0
scraped/nelore/nelore_109.jpg,nelore,novillo,378.09,378.09,estimado,MALE_STEER,2.0
scraped/nelore/nelore_110.jpg,nelore,novillo,351.93,351.93,estimado,MALE_STEER,2.0
scraped/nelore/nelore_111.jpg,nelore,novillo,304.99,304.99,estimado,MALE_STEER,2.0
scraped/nelore/nelore_112.jpg,nelore,toro,649.22,649.22,estimado,MALE_BULL,5.5
scraped/nelore/nelore_113.jpg,nelore,novillo,343.39,343.39,estimado,MALE_STEER,2.0
scraped/nelore/nelore_114.jpg,nelore,ternera,110.77,110.77,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_115.jpg,nelore,toro,578.46,578.46,estimado,MALE_BULL,5.5
scraped/nelore/nelore_116.jpg,nelore,novillo,347.24,347.24,estimado,MALE_STEER,2.0
scraped/nelore/nelore_117.jpg,nelore,ternera,130.89,130.89,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_120.jpg,nelore,novillo,360.85,360.85,estimado,MALE_STEER,2.0
scraped/nelore/nelore_121.jpg,nelore,ternera,157.25,157.25,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_122.jpg,nelore,ternera,103.01,103.01,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_123.jpg,nelore,novillo,337.78,337.78,estimado,MALE_STEER,2.0
scraped/nelore/nelore_124.jpg,nelore,novillo,265.59,265.59,estimado,MALE_STEER,2.0
scraped/nelore/nelore_125.jpg,nelore,toro,521.86,521.86,estimado,MALE_BULL,5.5
scraped/nelore/nelore_126.jpg,nelore,novillo,330.52,330.52,estimado,MALE_STEER,2.0
scraped/nelore/nelore_127.jpg,nelore,novillo,325.88,325.88,estimado,MALE_STEER,2.0
scraped/nelore/nelore_128.jpg,nelore,novillo,371.51,371.51,estimado,MALE_STEER,2.0
scraped/nelore/nelore_129.jpg,nelore,novillo,343.1,343.1,estimado,MALE_STEER,2.0
scraped/nelore/nelore_130.jpg,nelore,novillo,301.45,301.45,estimado,MALE_STEER,2.0
scraped/nelore/nelore_131.jpg,nelore,vaca,422.0,422.0,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_132.jpg,nelore,novillo,347.74,347.74,estimado,MALE_STEER,2.0
scraped/nelore/nelore_133.jpg,nelore,ternera,122.08,122.08,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_134.jpg,nelore,toro,649.34,649.34,estimado,MALE_BULL,5.5
scraped/nelore/nelore_135.jpg,nelore,ternera,104.92,104.92,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_136.jpg,nelore,novillo,371.32,371.32,estimado,MALE_STEER,2.0
scraped/nelore/nelore_137.jpg,nelore,toro,629.48,629.48,estimado,MALE_BULL,5.5
scraped/nelore/nelore_138.jpg,nelore,novillo,270.51,270.51,estimado,MALE_STEER,2.0
scraped/nelore/nelore_139.jpg,nelore,vaca,478.5,478.5,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_140.jpg,nelore,vaca,518.21,518.21,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_141.jpg,nelore,vaca,381.1,381.1,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_142.jpg,nelore,vaca,421.91,421.91,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_143.jpg,nelore,vaca,511.45,511.45,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_144.jpg,nelore,ternera,98.08,98.08,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_145.jpg,nelore,ternera,128.73,128.73,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_146.jpg,nelore,novillo,328.63,328.63,estimado,MALE_STEER,2.0
scraped/nelore/nelore_147.jpg,nelore,vaca,408.5,408.5,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_148.jpg,nelore,vaca,416.96,416.96,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_149.jpg,nelore,novillo,367.69,367.69,estimado,MALE_STEER,2.0
scraped/nelore/nelore_150.jpg,nelore,vaca,392.92,392.92,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_151.jpg,nelore,novillo,285.97,285.97,estimado,MALE_STEER,2.0
scraped/nelore/nelore_152.jpg,nelore,ternera,143.98,143.98,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_153.jpg,nelore,vaca,416.67,416.67,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_154.jpg,nelore,vaca,457.24,457.24,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_155.jpg,nelore,novillo,251.26,251.26,estimado,MALE_STEER,2.0
scraped/nelore/nelore_156.jpg,nelore,ternera,151.82,151.82,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_157.jpg,nelore,toro,572.75,572.75,estimado,MALE_BULL,5.5
scraped/nelore/nelore_158.jpg,nelore,vaca,461.55,461.55,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_159.jpg,nelore,ternera,98.92,98.92,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_160.jpg,nelore,novillo,366.87,366.87,estimado,MALE_STEER,2.0
scraped/nelore/nelore_161.jpg,nelore,vaca,500.5,500.5,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_162.jpg,nelore,toro,515.71,515.71,estimado,MALE_BULL,5.5
scraped/nelore/nelore_163.jpg,nelore,novillo,263.36,263.36,estimado,MALE_STEER,2.0
scraped/nelore/nelore_164.jpg,nelore,vaca,503.78,503.78,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_165.jpg,nelore,novillo,330.69,330.69,estimado,MALE_STEER,2.0
scraped/nelore/nelore_166.jpg,nelore,ternera,155.09,155.09,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_167.jpg,nelore,toro,645.96,645.96,estimado,MALE_BULL,5.5
scraped/nelore/nelore_168.jpg,nelore,vaca,503.4,503.4,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_169.jpg,nelore,ternera,141.56,141.56,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_170.jpg,nelore,novillo,371.01,371.01,estimado,MALE_STEER,2.0
scraped/nelore/nelore_171.jpg,nelore,vaca,500.97,500.97,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_172.jpg,nelore,vaca,417.35,417.35,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_173.jpg,nelore,vaca,395.13,395.13,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_174.jpg,nelore,toro,625.96,625.96,estimado,MALE_BULL,5.5
scraped/nelore/nelore_175.jpg,nelore,novillo,356.16,356.16,estimado,MALE_STEER,2.0
scraped/nelore/nelore_176.jpg,nelore,novillo,289.67,289.67,estimado,MALE_STEER,2.0
scraped/nelore/nelore_177.jpg,nelore,vaca,411.86,411.86,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_178.jpg,nelore,ternera,103.52,103.52,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_180.jpg,nelore,novillo,362.37,362.37,estimado,MALE_STEER,2.0
scraped/nelore/nelore_181.jpg,nelore,toro,527.45,527.45,estimado,MALE_BULL,5.5
scraped/nelore/nelore_182.jpg,nelore,vaca,435.95,435.95,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_183.jpg,nelore,toro,571.16,571.16,estimado,MALE_BULL,5.5
scraped/nelore/nelore_184.jpg,nelore,toro,499.61,499.61,estimado,MALE_BULL,5.5
scraped/nelore/nelore_185.jpg,nelore,toro,510.36,510.36,estimado,MALE_BULL,5.5
scraped/nelore/nelore_186.jpg,nelore,toro,525.13,525.13,estimado,MALE_BULL,5.5
scraped/nelore/nelore_187.jpg,nelore,ternera,120.42,120.42,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_188.jpg,nelore,vaca,423.91,423.91,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_189.jpg,nelore,vaca,451.6,451.6,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_190.jpg,nelore,novillo,324.96,324.96,estimado,MALE_STEER,2.0
scraped/nelore/nelore_191.jpg,nelore,novillo,342.14,342.14,estimado,MALE_STEER,2.0
scraped/nelore/nelore_192.jpg,nelore,ternera,154.79,154.79,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_193.jpg,nelore,novillo,343.53,343.53,estimado,MALE_STEER,2.0
scraped/nelore/nelore_194.jpg,nelore,vaca,473.89,473.89,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_195.jpg,nelore,novillo,259.1,259.1,estimado,MALE_STEER,2.0
scraped/nelore/nelore_196.jpg,nelore,vaca,426.23,426.23,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_197.jpg,nelore,novillo,360.24,360.24,estimado,MALE_STEER,2.0
scraped/nelore/nelore_198.jpg,nelore,vaca,422.05,422.05,estimado,FEMALE_COW,4.5
scraped/nelore/nelore_029.png,nelore,novillo,303.09,303.09,estimado,MALE_STEER,2.0
scraped/nelore/nelore_057.png,nelore,novillo,288.44,288.44,estimado,MALE_STEER,2.0
scraped/nelore/nelore_058.png,nelore,ternera,119.43,119.43,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_118.png,nelore,toro,595.14,595.14,estimado,MALE_BULL,5.5
scraped/nelore/nelore_119.png,nelore,toro,584.64,584.64,estimado,MALE_BULL,5.5
scraped/nelore/nelore_179.png,nelore,novillo,321.23,321.23,estimado,MALE_STEER,2.0
scraped/nelore/nelore_199.png,nelore,ternera,110.08,110.08,estimado,FEMALE_CALF,0.8
scraped/nelore/nelore_059.jpeg,nelore,novillo,325.4,325.4,estimado,MALE_STEER,2.0
scraped/brahman/brahman_001.jpg,brahman,vaca,459.75,459.75,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_002.jpg,brahman,novillo,289.92,289.92,estimado,MALE_STEER,2.0
scraped/brahman/brahman_003.jpg,brahman,novillo,386.17,386.17,estimado,MALE_STEER,2.0
scraped/brahman/brahman_004.jpg,brahman,vaca,415.45,415.45,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_005.jpg,brahman,ternera,133.66,133.66,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_006.jpg,brahman,vaca,440.28,440.28,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_007.jpg,brahman,toro,635.2,635.2,estimado,MALE_BULL,5.5
scraped/brahman/brahman_008.jpg,brahman,vaca,423.7,423.7,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_009.jpg,brahman,novillo,263.42,263.42,estimado,MALE_STEER,2.0
scraped/brahman/brahman_010.jpg,brahman,novillo,326.52,326.52,estimado,MALE_STEER,2.0
scraped/brahman/brahman_011.jpg,brahman,toro,513.11,513.11,estimado,MALE_BULL,5.5
scraped/brahman/brahman_012.jpg,brahman,novillo,348.17,348.17,estimado,MALE_STEER,2.0
scraped/brahman/brahman_013.jpg,brahman,novillo,357.49,357.49,estimado,MALE_STEER,2.0
scraped/brahman/brahman_014.jpg,brahman,novillo,294.16,294.16,estimado,MALE_STEER,2.0
scraped/brahman/brahman_015.jpg,brahman,vaca,390.83,390.83,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_016.jpg,brahman,vaca,505.51,505.51,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_017.jpg,brahman,ternera,126.89,126.89,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_018.jpg,brahman,novillo,394.12,394.12,estimado,MALE_STEER,2.0
scraped/brahman/brahman_019.jpg,brahman,vaca,397.53,397.53,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_020.jpg,brahman,novillo,378.77,378.77,estimado,MALE_STEER,2.0
scraped/brahman/brahman_021.jpg,brahman,novillo,372.2,372.2,estimado,MALE_STEER,2.0
scraped/brahman/brahman_022.jpg,brahman,vaca,538.18,538.18,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_023.jpg,brahman,vaca,532.51,532.51,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_024.jpg,brahman,toro,610.28,610.28,estimado,MALE_BULL,5.5
scraped/brahman/brahman_025.jpg,brahman,vaca,465.72,465.72,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_030.jpg,brahman,toro,598.62,598.62,estimado,MALE_BULL,5.5
scraped/brahman/brahman_031.jpg,brahman,toro,633.86,633.86,estimado,MALE_BULL,5.5
scraped/brahman/brahman_032.jpg,brahman,novillo,296.29,296.29,estimado,MALE_STEER,2.0
scraped/brahman/brahman_033.jpg,brahman,novillo,349.27,349.27,estimado,MALE_STEER,2.0
scraped/brahman/brahman_034.jpg,brahman,vaca,468.19,468.19,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_035.jpg,brahman,vaca,431.19,431.19,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_036.jpg,brahman,ternera,116.43,116.43,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_037.jpg,brahman,novillo,304.76,304.76,estimado,MALE_STEER,2.0
scraped/brahman/brahman_038.jpg,brahman,vaca,410.76,410.76,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_039.jpg,brahman,novillo,357.15,357.15,estimado,MALE_STEER,2.0
scraped/brahman/brahman_040.jpg,brahman,vaca,399.63,399.63,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_041.jpg,brahman,novillo,335.97,335.97,estimado,MALE_STEER,2.0
scraped/brahman/brahman_042.jpg,brahman,novillo,288.96,288.96,estimado,MALE_STEER,2.0
scraped/brahman/brahman_043.jpg,brahman,novillo,386.68,386.68,estimado,MALE_STEER,2.0
scraped/brahman/brahman_044.jpg,brahman,vaca,494.33,494.33,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_045.jpg,brahman,toro,637.81,637.81,estimado,MALE_BULL,5.5
scraped/brahman/brahman_046.jpg,brahman,novillo,260.83,260.83,estimado,MALE_STEER,2.0
scraped/brahman/brahman_047.jpg,brahman,novillo,365.49,365.49,estimado,MALE_STEER,2.0
scraped/brahman/brahman_048.jpg,brahman,toro,671.62,671.62,estimado,MALE_BULL,5.5
scraped/brahman/brahman_049.jpg,brahman,novillo,364.65,364.65,estimado,MALE_STEER,2.0
scraped/brahman/brahman_050.jpg,brahman,vaca,480.49,480.49,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_051.jpg,brahman,novillo,290.72,290.72,estimado,MALE_STEER,2.0
scraped/brahman/brahman_052.jpg,brahman,novillo,264.06,264.06,estimado,MALE_STEER,2.0
scraped/brahman/brahman_053.jpg,brahman,novillo,355.08,355.08,estimado,MALE_STEER,2.0
scraped/brahman/brahman_054.jpg,brahman,novillo,283.11,283.11,estimado,MALE_STEER,2.0
scraped/brahman/brahman_055.jpg,brahman,novillo,277.87,277.87,estimado,MALE_STEER,2.0
scraped/brahman/brahman_056.jpg,brahman,vaca,394.04,394.04,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_057.jpg,brahman,novillo,339.01,339.01,estimado,MALE_STEER,2.0
scraped/brahman/brahman_058.jpg,brahman,ternera,143.21,143.21,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_059.jpg,brahman,ternera,129.63,129.63,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_060.jpg,brahman,ternera,123.43,123.43,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_061.jpg,brahman,novillo,305.76,305.76,estimado,MALE_STEER,2.0
scraped/brahman/brahman_062.jpg,brahman,vaca,446.87,446.87,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_063.jpg,brahman,vaca,514.79,514.79,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_064.jpg,brahman,novillo,271.47,271.47,estimado,MALE_STEER,2.0
scraped/brahman/brahman_065.jpg,brahman,ternera,135.46,135.46,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_066.jpg,brahman,toro,562.99,562.99,estimado,MALE_BULL,5.5
scraped/brahman/brahman_067.jpg,brahman,vaca,507.18,507.18,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_068.jpg,brahman,vaca,503.13,503.13,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_069.jpg,brahman,toro,535.88,535.88,estimado,MALE_BULL,5.5
scraped/brahman/brahman_070.jpg,brahman,ternera,106.43,106.43,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_071.jpg,brahman,ternera,145.21,145.21,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_072.jpg,brahman,vaca,422.69,422.69,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_073.jpg,brahman,vaca,505.03,505.03,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_074.jpg,brahman,novillo,345.01,345.01,estimado,MALE_STEER,2.0
scraped/brahman/brahman_075.jpg,brahman,vaca,407.18,407.18,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_076.jpg,brahman,toro,673.65,673.65,estimado,MALE_BULL,5.5
scraped/brahman/brahman_077.jpg,brahman,ternera,96.93,96.93,estimado,FEMALE_CALF,0.8
scraped/brahman/brahman_078.jpg,brahman,novillo,354.83,354.83,estimado,MALE_STEER,2.0
scraped/brahman/brahman_079.jpg,brahman,toro,571.4,571.4,estimado,MALE_BULL,5.5
scraped/brahman/brahman_080.jpg,brahman,vaca,401.4,401.4,estimado,FEMALE_COW,4.5
scraped/brahman/brahman_081.jpg,brahman,vaca,484.09,484.09,estimado,FEMALE_COW,4.5
